12001,"来能说。	2017/12/2 9:24","柠檬树。	2017/12/2 9:24","给我唱一首。	2017/12/2 9:25"
12932,"降央卓玛的歌。	2017/11/29 19:07","请放降央卓玛的歌曲。	2017/11/29 19:07","降央卓玛的草原夜色美。	2017/11/29 19:12"
12933,"一样。	2017/11/8 13:52","你好罗嗦呀。	2017/11/8 13:52","啊，你听到啦。	2017/11/8 13:53"
12934,"梦里水乡。	2017/11/29 6:56","暂停。	2017/11/29 7:08","我要听殷秀梅演唱的我爱你塞北的雪。	2017/11/29 7:54"
12935,"哎。	2017/10/26 16:27","来紫丁香的歌吧。	2017/10/26 16:27","今天要听爱你一辈子的歌。	2017/10/26 16:30"
12936,"想听远走高飞。	2017/11/29 18:16","需要我想听一首歌曲我相信。	2017/11/29 18:18","hello你好。	2017/11/29 18:20"
12937,"唱一首丑八怪。	2017/12/1 20:43","唱丑八怪。	2017/12/1 20:43","唱一首歌吧。	2017/12/1 20:47"
12938,"我问那四件事等于给他吧，结果我用？	2017/12/26 14:01","我在高速上的人。	2017/12/26 14:01","小苹果。	2017/12/26 14:01"
12939,"唱歌。	2017/12/17 16:04","唱歌。	2017/12/18 22:07","刚刚开始被这网络。	2017/12/18 22:35"
12940,"鱼儿水中游	2017/10/26 3:01","卖汤圆	2017/10/26 3:01","跳皮筋	2017/10/26 3:01"
12941,"机器铃砍菜刀dj版。	2017/10/26 13:11","机器铃砍菜刀dj版没乐意速度与激情吧。	2017/10/26 13:12","女儿情。	2017/10/26 13:16"
12942,"唱一首他的眼光。	2017/12/24 15:11","唱一首郑伊健演唱的虫儿飞。	2017/12/24 15:12","唱一首郑伊健的虫儿飞。	2017/12/24 15:55"
12943,"去西工交警大队。	2017/10/26 14:27","退出导航继续播放音乐。	2017/10/26 14:29","在人间，播放。	2017/10/26 14:31"
12944,"温州往万象城。	2017/10/26 16:33","习惯了。	2017/10/26 16:34","幻象，可是你好，十分钟。	2017/10/26 16:34"
12945,"我要听小苹果。	2017/11/29 13:40","我想听。	2017/11/29 13:40","我要听赵传的歌。	2017/11/29 13:40"
12946,"刚才我叫你停下穿过你。	2017/12/13 18:44","一。	2017/12/13 18:44","我找你唱一首小苹果的歌。	2017/12/13 18:46"
12947,"那不聊。	2017/11/24 18:52","星星点灯。	2017/11/24 18:54","小苹果。	2017/11/24 18:55"
12948,"我要听童安格的歌。	2017/10/26 16:39","我要听刚好遇见你。	2017/10/26 17:40","我要听社会摇。	2017/10/26 18:02"
12949,"你给个火影没打过吗？	2017/11/29 13:55","何其。	2017/11/29 13:56","姨妈你记得吗，感冒咯，干嘛呢好不好？	2017/11/29 13:56"
12950,"卡尼卡。	2017/10/26 21:17","我想告诉你，相逢。	2017/10/26 21:18","绯色的星星。	2017/10/26 21:20"
12951,"记住你的名字叫大傻瓜。	2017/11/29 14:29","你叫什么名字。	2017/11/29 14:30","剑心。	2017/11/29 15:32"
12952,"好累好累好累好累啊。	2017/11/29 17:33","播放本地音乐。	2017/11/29 17:33","你给我找找一首唱赵芳沁的尽头。	2017/11/29 17:35"
12953,"打电话。	2017/12/12 9:42","打电话。	2017/12/12 9:42","我要个儿歌。	2017/12/12 9:55"
12954,"帮我放一首周华健的难念的经。	2017/11/29 17:30","放一首处处吻。	2017/11/29 17:30","放一首君临天下。	2017/11/29 17:33"
12955,"啊啊啊啊啊啊啊。	2017/10/26 21:33","为爱我受冷风吹。	2017/10/26 21:33","我要听珍惜。	2017/10/26 21:38"
12956,"嗯。	2017/12/30 15:51","陆贞传奇。	2017/12/30 15:51","听音乐，花千骨。	2017/12/30 15:51"
12957,"我。	2017/12/20 23:31","张惠妹的歌。	2017/12/20 23:31","搜索陈奕迅的歌。	2017/12/20 23:40"
12958,"微微一笑很倾城。	2017/12/30 11:31","微微一笑很倾城。	2017/12/30 11:31","一笑倾城。	2017/12/30 11:32"
12959,"我算一个迈克杰克逊的。	2017/10/26 20:54","迈克杰克逊。	2017/10/26 20:54","因为你。	2017/10/26 20:55"
12960,"小白。	2017/11/17 19:42","背一首黄山其实。	2017/11/17 19:42","放一首红星闪闪。	2017/11/17 19:44"
12961,"把音乐开下来，开下来。	2017/11/29 16:33","哦，严重。	2017/11/29 16:37","我要听白龙马，庙街度。	2017/11/29 16:39"
12962,"机器人是怎么照出来的？	2017/12/25 22:16","读人睡不好。	2017/12/25 22:17","哪怕那是我也许拥有的东西吗？	2017/12/25 22:17"
12963,"来一首2857。	2017/11/29 10:47","来一首，28257。	2017/11/29 10:47","来个大鸡巴。	2017/11/29 10:52"
12964,"爱你却无法拥有。	2017/10/26 19:41","多雨的秋天。	2017/11/29 10:00","老婆告诉我。	2017/11/29 21:23"
12965,"向前进。	2017/11/22 19:09","向前进。	2017/11/22 19:09","是1.3版本的怎么把是1.3版本要升级2.0的？	2017/11/22 19:09"
12966,"你想小北了吗？	2017/12/11 19:28","你说英语吧。	2017/12/11 19:29","so easy，不结实啊。	2017/12/11 19:29"
12967,"那一天。	2017/12/2 8:27","哼。	2017/12/2 8:28","小跳蛙。	2017/12/2 8:28"
12968,"唱爱情的恰恰。	2017/11/25 20:42","唱海波浪。	2017/11/25 20:42","唱派对动物。	2017/11/25 20:47"
12969,"降央卓玛的专辑。	2017/11/29 8:30","不要下载视频。	2017/11/29 13:57","降央卓玛的专辑。	2017/11/29 13:58"
12970,"大哈。	2017/11/29 14:13","三爷受不了了。	2017/11/29 14:13","EASY。	2017/11/29 14:14"
12971,"morning。	2017/11/26 17:47","how are you。	2017/11/26 17:47","唱凤阳花鼓。	2017/11/26 17:48"
12972,"风水鬼师。	2017/11/29 11:10","听。	2017/11/29 11:10","挺漂亮，漂洋过海来看你。	2017/11/29 11:12"
12973,"给我背三字经。	2017/11/18 17:32","唱一个阿夜虫儿飞。	2017/11/18 17:34","唱一个。	2017/11/18 17:46"
12974,"请给我唱首歌。	2017/11/15 7:12","说一下。	2017/11/15 7:15","给我唱首小苹果。	2017/11/15 7:15"
12975,"我的生日。	2017/11/19 16:19","不醉。	2017/11/19 16:19","说的是我的生日是11月19日。	2017/11/19 16:19"
12976,"帮我搜。	2017/11/29 11:05","找小妹。	2017/11/29 11:06","hello。	2017/11/29 11:06"
12977,"放一首成都。	2017/11/7 21:02","放一首成都。	2017/11/7 21:02","放一首儿歌。	2017/11/7 21:03"
12978,"嗯。	2017/11/30 19:10","你那高天烈说，你们。	2017/11/30 19:10","明早上我们我们这个没找到我们要开。	2017/11/30 19:10"
12979,"那我叫什么名字呀。	2017/12/27 14:36","没有朋友啊。	2017/12/27 14:36","最好的朋友，那我告诉你我的名字好不好。	2017/12/27 14:36"
12980,"打开导航。	2017/10/26 7:58","酷狗音乐打开带你去旅行。	2017/10/26 7:59","酷狗音乐搜索带你去旅行。	2017/10/26 7:59"
12981,"我要听迷宫。	2017/10/26 10:59","我要听曲萧斌的歌。	2017/10/26 11:02","我要听眼泪成诗。	2017/10/26 14:14"
12982,"小猪佩奇。	2017/12/1 17:21","唱一首童年歌曲。	2017/12/3 11:32","放一首天路。	2017/12/9 18:01"
12983,"说一个。	2017/12/26 18:42","黑猫警长。	2017/12/26 18:42","小机器人。	2017/12/26 18:48"
12984,"好像是，再见。	2017/10/26 7:07","讲个笑话。	2017/10/26 7:08","放音乐。	2017/10/26 7:51"
12985,"射人我盈酒醉。	2017/12/17 11:00","我要听，之初性本善不写作业。	2017/12/17 11:02","我要听一首词不一样。	2017/12/17 11:03"
12986,"走在冷风中。	2017/10/26 18:26","诛仙。	2017/10/26 18:26","恋人心。	2017/10/26 18:27"
12987,"关掉灯。	2017/11/22 7:01","关掉灯。	2017/11/22 16:06","数鸭子。	2017/11/22 16:07"
12988,"下载差不多先生。	2017/11/29 21:07","下载美人鱼。	2017/11/29 21:07","下载林俊杰演唱的美人鱼。	2017/11/29 21:07"
12989,"返回主界面。	2017/10/26 7:16","打开音乐。	2017/10/26 7:18","崔子格的不将就不错。	2017/10/26 7:22"
12990,"抱着郑庆东。	2017/11/29 11:52","打电话给郑庆东。	2017/11/29 11:52","听经典音乐。	2017/11/29 17:23"
12991,"到中央名门。	2017/10/26 13:58","取消地图。	2017/10/26 14:05","我要听酷我音乐。	2017/10/26 15:57"
12992,"每天上网。	2017/11/17 8:16","找妈。	2017/11/17 8:17","哈利首数鸭歌。	2017/11/17 8:17"
12993,"我是中国人。	2017/12/11 18:14","我想听。	2017/12/11 18:15","放一首大壮的我们不一样。	2017/12/11 18:16"
12994,"唱一首悲伤。	2017/12/25 20:28","唱一首冰雪奇缘的主题曲。	2017/12/25 20:28","唱一首凉凉。	2017/12/25 20:33"
12995,"生活必须开启的。	2017/10/26 8:49","co4na2co3，逗号写句话，哭的男人。	2017/10/26 8:49","蒋大为专辑。	2017/10/26 12:44"
12996,"小白兔白又白。	2017/12/19 6:36","你好。	2017/12/19 6:37","两只老虎。	2017/12/19 6:39"
12997,"勇敢勇敢。	2017/10/26 12:01","刘若英。	2017/10/26 12:03","遗憾。	2017/10/26 12:05"
12998,"播放中国有嘻哈的火锅底料。	2017/11/29 13:33","中国有嘻哈火锅底料。	2017/11/29 13:33","播放火锅底料。	2017/11/29 13:34"
12999,"我要听歌。	2017/10/26 19:58","我要到珥季路小郡肝串串香。	2017/10/26 20:01","我要听舍得。	2017/10/26 21:24"
13000,"束氏养猫。	2017/12/22 21:30","儿歌。	2017/12/22 21:42","宝贝儿歌。	2017/12/22 21:46"
13001,"邓超。	2017/10/26 12:09","贾乃亮。	2017/10/26 12:10","卑鄙的偶像。	2017/10/26 12:12"
13002,"菲菲唱的。	2017/12/30 8:47","唱一首云菲菲。	2017/12/30 8:47","知心爱人。	2017/12/30 8:48"
13003,"我想点歌。	2017/11/29 12:46","我要放消愁。	2017/11/29 12:46","放一首凉凉。	2017/11/29 13:06"
13004,"我点的歌他基本上都唱不出来。	2017/11/29 11:15","放一首知心爱人。	2017/11/29 11:16","尹相杰。	2017/11/29 11:17"
13005,"鑫都华庭二期。	2017/10/26 12:07","开门大吉。	2017/11/29 6:21","你牛什么牛。	2017/11/29 6:50"
13006,"365个日出。	2017/10/26 10:30","365个日出。	2017/10/26 10:31","我是个传说，我是个传说。	2017/10/26 10:34"
13007,"你好啊。	2017/12/16 18:13","我今天晚上不晓得吃什么你告诉我吃什么好呀。	2017/12/16 18:13","我想知道。	2017/12/16 18:14"
13008,"杨宗纬，凉凉。	2017/11/26 11:38","唱一首三生三世。	2017/11/26 11:40","唱一首来自句。	2017/11/26 11:41"
13009,"远走高飞。	2017/10/26 17:39","我在首惊艳你和。	2017/10/26 17:39","帮我放一首勉为其难。	2017/10/26 17:40"
13010,"加油，阿弥勾。	2017/11/29 16:26","TFBOYS。	2017/11/29 16:27","速读。	2017/11/29 16:28"
13011,"头一次。	2017/11/29 22:54","哦。	2017/11/29 23:14","发完。	2017/11/29 23:46"
13012,"我牙疼。	2017/11/29 19:36","我头发长了。	2017/11/29 19:36","祁隆的歌。	2017/11/29 19:37"
13013,"唱一首门前。	2017/12/14 20:36","按我说呀，那你想听什么歌。	2017/12/14 20:38","唱首。	2017/12/14 20:39"
13014,"这个袋子自带的是高德导航。	2017/10/26 14:45","导航	2017/10/26 14:45","你有那个无线流量的，那我就无所谓了，对啊我电信的那个他电信的现在有了楼层套餐吗，嗯，家庭宽带100兆宽带，他是大三刚卡包1200分钟的通话家无限流量的三张卡都是共用无线流量的省内无限流量。	2017/10/26 14:46"
13015,"跟我讲十万个为什么？	2017/12/31 23:13","还有多少天。	2017/12/31 23:13","小兔子乖乖。	2017/12/31 23:13"
13016,"给我们可以一起耍嘛。	2017/12/1 20:59","来一首红豆。	2017/12/1 20:59","放儿歌吧。	2017/12/1 21:16"
13017,"哎。	2017/12/24 23:43","锄禾。	2017/12/24 23:44","放一首小苹果。	2017/12/24 23:48"
13018,"空调。	2017/12/16 20:09","深圳的湿度怎么样啊？	2017/12/16 20:10","唱歌。	2017/12/16 20:10"
13019,"我想听故事。	2017/12/25 21:59","我想听故事。	2017/12/25 22:01","背一首儿歌。	2017/12/26 12:29"
13020,"我想去江豪建材市场。	2017/11/29 7:42","建材市场。	2017/11/29 7:42","刘德华的歌。	2017/11/29 7:43"
13021,"刘继业东的歌。	2017/10/26 18:44","刘建东的歌。	2017/10/26 18:45","刘建东的歌。	2017/10/26 18:45"
13022,"放一首飞天。	2017/10/26 18:27","你守清风徐来。	2017/11/29 8:04","那首歌吧。	2017/11/29 12:42"
13023,"我要睡觉了。	2017/12/27 20:07","战神。	2017/12/27 20:08","小跳蛙。	2017/12/28 16:02"
13024,"你把我对象哄开心。	2017/11/29 23:56","我又没说你，你大爷。	2017/11/29 23:56","我说的是我对象不是你。	2017/11/29 23:56"
13025,"3。	2017/10/26 12:17","王艺飞。	2017/10/26 12:18","那个袋子的体育和那个那个那条桥不，看你。	2017/10/26 19:24"
13026,"唱一首站台。	2017/11/1 14:21","周立波再度重逢。	2017/11/1 14:25","唱一首伍佰的再度重逢。	2017/11/1 14:26"
13027,"杨廷廷的歌。	2017/10/26 11:04","杨青和卓依婷。	2017/10/26 11:05","刀郎。	2017/10/26 11:14"
13028,"奎屯天气预报。	2017/10/26 18:20","播放音乐。	2017/10/26 18:56","有事找我。	2017/10/26 19:11"
13029,"爷爷的曾孙叫什么。	2017/12/21 14:10","胖子。	2017/12/21 14:10","i like you。	2017/12/21 14:11"
13030,"来首姑娘姑娘想嫁人。	2017/11/29 16:40","刀郎的情人。	2017/11/29 16:42","刀郎的好姑娘。	2017/11/29 16:45"
13031,"唱小燕子。	2017/11/20 21:01","唱小燕子。	2017/11/22 20:45","唱小燕子。	2017/11/22 21:01"
13032,"我要听一剪梅。	2017/11/29 14:28","来一段辕门站住。	2017/11/29 14:33","我要听渡情。	2017/11/29 14:38"
13033,"春节过后已经啊不能洗澡。	2017/10/26 19:33","那就玩开心就行了，最好，为五毛的记者吧。	2017/10/26 19:34","baby v的犯错。	2017/10/26 19:34"
13034,"我真不知道你为啥等这么多？	2017/12/24 9:40","为什么？	2017/12/24 9:40","一个人寂寞。	2017/12/24 9:40"
13035,"英文的。	2017/10/26 21:36","昨日重现。	2017/10/26 21:37","终点。	2017/10/26 21:42"
13036,"什么没启动为什么不能给我放张宇的给你们？	2017/10/26 10:18","放一首男人就是累。	2017/10/26 10:25","放一首张宇的给你们。	2017/10/26 10:27"
13037,"我要听火火的姑娘。	2017/11/29 11:36","我要去林凯物流。	2017/11/29 15:43","我要听当年情。	2017/11/29 17:36"
13038,"美丽中国首起来。	2017/11/29 9:09","微微一笑。	2017/11/29 10:15","夜长。	2017/11/29 10:17"
13039,"老扬州个园。	2017/10/26 17:21","到扬州个园。	2017/10/26 17:22","唱刘欢的歌。	2017/10/26 17:28"
13040,"蔡国升国旗的那个歌。	2017/11/28 10:09","唱国歌。	2017/11/28 10:09","听儿歌。	2017/11/28 15:49"
13041,"亲爱的小孩。	2017/10/26 20:37","亲爱的小孩。	2017/10/26 20:37","小学生。	2017/10/26 20:50"
13042,"我要听小猫钓鱼。	2017/12/25 20:10","小蝌蚪找妈妈。	2017/12/25 20:26","儿歌。	2017/12/25 20:44"
13043,"播放凤凰传奇的歌曲。	2017/11/29 8:51","北环大道，10020，神彩彩物流中心。	2017/11/29 9:31","凤凰传奇。	2017/11/29 9:42"
13044,"去。	2017/11/29 20:14","去去小隐园。	2017/11/29 20:14","还的歌曲。	2017/11/29 20:15"
13045,"？	2017/11/29 10:59","漂亮。	2017/11/29 10:59","当我。	2017/11/29 11:00"
13046,"那你还说呀你都不懂你还说你最聪明。	2017/11/3 16:27","你个笨蛋。	2017/11/3 16:27","赵国歌。	2017/11/3 16:32"
13047,"还有尾巴。	2017/12/23 21:01","尾巴。	2017/12/23 21:01","疑问。	2017/12/23 21:02"
13048,"我的名字。	2017/12/30 10:46","纳尼讲首哆啦A梦的故事。	2017/12/30 10:46","天之大的歌。	2017/12/30 11:01"
13049,"放一首幸福加加油。	2017/12/23 20:04","请唱一首幸福加加油。	2017/12/23 20:20","健康歌。	2017/12/23 20:28"
13050,"粉刷匠。	2017/12/17 18:50","傻孩子。	2017/12/17 18:52","捉泥鳅。	2017/12/17 18:55"
13051,"我要看电视。	2017/10/26 19:31","我要听回家。	2017/10/26 19:33","我要听外婆的澎湖湾。	2017/10/26 19:34"
13052,"我叫你妹妹怎么样？	2017/12/19 20:08","我问你要暧昧。	2017/12/19 20:08","你会不会唱歌你会不会讲。	2017/12/19 20:10"
13053,"我只想告诉你这么多大哥。	2017/10/26 2:24","我妹说，为什么一到周末打电话接电话都没出在哪，我操你妈是大叔一？	2017/10/26 2:24","我说是我出八g a。	2017/10/26 2:25"
13054,"黄致列。	2017/10/26 16:26","王妃。	2017/10/26 16:30","一起来看流星雨。	2017/10/26 16:46"
13055,"这在草原的夜晚。	2017/11/29 17:34","这在草原的夜晚。	2017/11/29 17:35","我的家乡叫天堂。	2017/11/29 22:06"
13056,"叫什么。	2017/11/15 19:55","一。	2017/11/15 19:56","小平狗。	2017/11/15 20:05"
13057,"怎么关机呀？	2017/12/19 17:58","？	2017/12/19 17:58","几首英文歌。	2017/12/19 18:45"
13058,"中国移动。	2017/10/26 23:42","中国联通。	2017/10/26 23:42","猫咪的声音。	2017/10/26 23:44"
13059,"beyond。	2017/10/26 14:54","一。	2017/10/26 14:54","后街男孩。	2017/10/26 15:10"
13060,"你妈妈头转过来啊。	2017/11/5 19:50","你个死人，有什么可以帮你。	2017/11/5 19:50","唱一首小达的。	2017/11/5 19:51"
13061,"我想听祁隆的歌。	2017/11/29 12:10","我要去南湖小区清秀园。	2017/11/29 15:50","我要听伍佰专辑。	2017/11/29 15:53"
13062,"不需要	2017/10/26 12:17","花园	2017/10/26 14:22","阳光花园	2017/10/26 14:23"
13063,"听歌。	2017/10/26 4:49","当兵。	2017/10/26 4:50","狗熊。	2017/10/26 21:14"
13064,"快过来。	2017/12/16 21:16","小苹果。	2017/12/16 21:16","小苹果继续。	2017/12/16 21:17"
13065,"请播放音乐。	2017/10/26 12:18","请播放。	2017/10/26 12:20","我要听音乐。	2017/10/26 12:21"
13066,"我要听王菲。	2017/11/29 19:44","我要听我要听萧敬腾的王妃。	2017/11/29 19:44","我要听歌rose to you。	2017/11/29 20:20"
13067,"唱一首英语版的小猩猩。	2017/12/26 23:11","twinkle star。	2017/12/26 23:12","你会唱英语儿歌吗？	2017/12/26 23:13"
13068,"唱首酒干倘卖无。	2017/11/27 21:27","酒干倘卖无。	2017/11/27 21:30","唱一个。	2017/11/27 21:34"
13069,"说给陈女出来呀。	2017/12/22 8:40","万一。	2017/12/22 8:40","你很可爱哦。	2017/12/22 8:40"
13070,"啊。	2017/10/26 12:28","你好王爷坟。	2017/10/26 12:37","我要听音乐。	2017/10/26 12:38"
13071,"草莓。	2017/11/29 16:08","电视。	2017/11/29 16:09","音乐。	2017/11/29 16:11"
13072,"你好吗？	2017/12/30 17:51","你好呀，我是你的主人。	2017/12/30 17:53","看什么看。	2017/12/30 17:54"
13073,"儿歌。	2017/12/17 12:56","唱催眠曲。	2017/12/17 13:56","好爸爸坏爸爸。	2017/12/18 12:07"
13074,"我要去平安银行。	2017/10/26 13:20","前方200米红绿灯路口直行，请保持直行。	2017/10/26 13:21","亲爱的你好。	2017/10/26 13:21"
13075,"你在家要多喝白开水，和呢你白天是怎么跟我说的，你和妈妈我要吃饼干，我跟你说可以带你去小店的时候你跟我说你要橡皮泥不要让我上那那不要评价了那晚上爸爸回来在晚上把了再带你去超市买饼干？	2017/11/29 19:28","爸爸晚上回来带你去买饼干，那我现在就带你去买饼干。	2017/11/29 19:29","答应你我都会做到呀。	2017/11/29 19:29"
